Qual.,Player,Team,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
0,Logan Braundmeier,Murray State,RF,0.383,0.452,0.674,1.126,59,219,193,50,74,27,1,9,38,4,21,17,11,2
0,Logan Calhoun,Troy,SS,0.209,0.239,0.287,0.526,52,136,129,19,27,5,1,1,12,2,3,21,7,0
0,Logan Hawker,UMBC,3B,0.309,0.34,0.5,0.84,35,100,94,11,29,3,0,5,21,0,5,10,0,0
0,Logan Morris,NC State,3B,0.376,0.482,0.701,1.182,55,191,157,35,59,9,0,14,46,7,26,17,3,0
0,Logyn Estes,East Carolina,RF,0.266,0.356,0.438,0.793,53,150,128,23,34,4,3,4,27,2,17,22,4,1
0,Lorena Vasquez-Inzunza,Georgetown,2B,0.181,0.25,0.287,0.537,41,108,94,10,17,7,0,1,7,3,6,26,0,0
0,Lou Allan,Liberty,DP,0.347,0.427,0.526,0.953,62,218,190,21,66,10,0,8,34,4,23,14,1,1
0,Lou Bowers,Eastern Kentucky,DP,0.278,0.373,0.5,0.873,39,110,90,12,25,8,0,4,25,3,13,19,0,0
0,Lucy Mead,Bradley,2B,0.328,0.388,0.448,0.836,41,141,125,24,41,7,1,2,13,2,11,32,16,3
0,Lynnsie Elam,Oklahoma,C,0.288,0.336,0.695,1.031,56,128,118,25,34,6,0,14,44,3,6,17,0,0
0,Lynsey Tucker,Omaha,2B,0.322,0.377,0.396,0.773,46,167,149,27,48,9,1,0,17,2,11,13,16,0
0,McKenzie Barbara,San Diego State,DP,0.401,0.498,0.808,1.306,55,207,172,32,69,14,1,18,61,0,34,24,6,1
0,Macee Barnes,Grand Canyon,2B,0.288,0.35,0.416,0.766,53,140,125,24,36,5,1,3,21,0,12,24,9,2
0,Maci Cunconan,Lipscomb,LF,0.26,0.31,0.571,0.881,52,171,154,23,40,6,9,8,36,2,11,35,4,2
0,Maci Fines,UC Santa Barbara,2B,0.304,0.355,0.433,0.788,54,188,171,26,52,10,6,0,27,4,10,9,5,3
0,Mack Leonard,Florida State,1B,0.379,0.469,0.61,1.079,60,211,177,31,67,15,1,8,49,1,31,21,1,1
0,Mackense Greico,Maryland,1B,0.315,0.46,0.496,0.956,50,164,127,17,40,11,0,4,26,1,34,27,6,0
0,Mackenzie Bennett,Stephen F. Austin,1B,0.33,0.378,0.635,1.013,44,131,115,14,38,11,0,8,29,4,6,13,1,0
0,Mackenzie Brasher,South Alabama,CF,0.333,0.379,0.341,0.72,46,150,135,30,45,1,0,0,3,0,10,14,19,2
0,Mackenzie Griman,Butler,1B,0.267,0.319,0.41,0.728,37,114,105,11,28,3,0,4,19,3,5,20,0,0
0,Mackenzie Lawter,Virginia Tech,C,0.248,0.377,0.504,0.881,55,152,125,24,31,5,0,9,23,2,24,38,1,0
0,Mackenzie Mahy,Northern Illinois,RF,0.26,0.373,0.308,0.681,40,131,104,27,27,2,0,1,8,2,18,19,12,3
0,MacKenzie McFeron,Evansville,SS,0.292,0.375,0.363,0.738,45,132,113,26,33,2,3,0,9,0,15,18,8,1
0,Macy Johnson,Drake,CF,0.36,0.46,0.485,0.945,46,164,136,41,49,7,2,2,22,3,23,14,25,0
0,Macy McCall,Winthrop,CF,0.278,0.381,0.42,0.801,55,197,169,38,47,10,1,4,17,1,27,40,23,9
0,Macy Omli,Kansas,CF,0.227,0.292,0.333,0.625,47,148,132,22,30,11,0,1,17,0,12,34,3,1
0,Macy Simmons,BYU,C,0.25,0.333,0.424,0.758,50,153,132,10,33,2,0,7,33,0,17,31,1,0
0,Maddi Long,UT Martin,C,0.233,0.308,0.372,0.68,51,144,129,17,30,6,0,4,20,2,12,16,1,0
0,Maddie Amos,Cal Poly,SS,0.355,0.413,0.579,0.992,48,170,152,28,54,11,1,7,43,1,14,17,0,0
0,Maddie Boldt,Incarnate Word,LF,0.221,0.291,0.529,0.821,49,151,136,24,30,8,2,10,23,2,12,40,2,4
0,Maddie Bowlds,Western Kentucky,1B,0.284,0.378,0.447,0.825,51,165,141,23,40,11,0,4,27,0,22,13,2,1
0,Maddie Katona,Dartmouth,RF,0.264,0.352,0.321,0.673,40,126,106,17,28,4,1,0,5,6,9,30,6,3
0,Maddie Schmidt,UNLV,LF,0.298,0.394,0.36,0.754,57,196,161,37,48,0,5,0,10,2,24,35,11,2
0,Maddie Wilkes,Army,C,0.304,0.35,0.446,0.796,41,124,112,10,34,10,0,2,18,2,7,18,1,0
0,Maddy Dwyer,George Washington,RF,0.227,0.318,0.333,0.651,51,154,132,13,30,5,0,3,16,2,16,16,4,1
0,Maddy Myers,George Mason,DH,0.243,0.32,0.271,0.591,41,124,107,9,26,3,0,0,14,1,12,23,7,0
0,Madeline Gailor,Morehead State,LF,0.275,0.315,0.324,0.638,35,110,102,6,28,5,0,0,18,0,6,14,12,3
0,Madeline Vejvoda,Creighton,SS,0.261,0.324,0.299,0.623,42,148,134,19,35,5,0,0,11,2,11,17,0,1
0,Madi Gilmore,Army,3B,0.214,0.265,0.317,0.582,46,136,126,11,27,4,0,3,18,0,9,25,4,0
0,Madi Moore,North Dakota,LF,0.329,0.351,0.347,0.698,53,174,167,15,55,1,1,0,7,0,6,27,8,5
0,Madisen Blackford,Southeastern Louisiana,1B,0.329,0.411,0.434,0.846,54,176,152,29,50,11,1,1,26,7,15,14,13,0
0,Madison Ebeling,Loyola Chicago,SS,0.276,0.408,0.48,0.888,44,152,123,27,34,6,2,5,15,6,22,10,20,5
0,Madison Epperson,USF,1B,0.278,0.36,0.424,0.784,58,174,151,10,42,13,0,3,24,0,20,39,0,1
0,Madison Fife,Saint Joseph's,C,0.281,0.439,0.521,0.959,46,158,121,19,34,8,0,7,29,3,31,22,1,0
0,Madison Hunsaker,Missouri State,1B,0.319,0.395,0.486,0.88,48,157,138,15,44,11,0,4,24,2,16,32,1,0
0,Madison Huskey,Washington,RF,0.309,0.347,0.651,0.999,55,195,175,34,54,9,3,15,50,1,11,21,6,1
0,Madison Jones,Oakland,3B,0.351,0.395,0.642,1.037,43,162,151,40,53,10,2,10,25,4,7,8,6,1
0,Madison Koger,Charleston Southern,2B,0.266,0.296,0.462,0.758,55,169,158,19,42,8,1,7,28,0,8,35,2,0
0,Madison Lanoux,USC Upstate,1B,0.319,0.372,0.422,0.793,56,185,166,37,53,12,1,1,24,2,13,25,7,0
0,Madison Lewis,Florida International,CF,0.273,0.375,0.405,0.78,45,144,121,16,33,9,2,1,20,5,16,30,4,1
0,Madison McKevitt,Hofstra,LF,0.226,0.354,0.358,0.713,42,127,106,11,24,8,0,2,20,7,14,37,0,0
0,Madison Mifsud,North Carolina Central,C,0.268,0.331,0.394,0.725,48,139,127,13,34,4,0,4,29,3,9,13,2,1
0,Madison Parks,Northern Iowa,CF,0.295,0.435,0.553,0.988,46,170,132,32,39,8,1,8,29,1,34,25,18,0
0,Madison Pederson,North Dakota,1B,0.2,0.274,0.364,0.638,50,157,140,7,28,11,0,4,14,1,14,36,0,0
0,Madison Petrella,Albany,C,0.331,0.379,0.529,0.908,41,132,121,17,40,6,0,6,28,3,7,26,2,0
0,Madison Rastello,Niagara,LF,0.145,0.209,0.145,0.354,32,72,62,1,9,0,0,0,2,2,3,17,0,0
0,Madison Rayner,Southeastern Louisiana,2B,0.323,0.447,0.535,0.983,56,193,155,36,50,16,1,5,44,5,30,26,6,1
0,Madison Robicheau,Fairfield,SS,0.178,0.233,0.243,0.476,44,121,107,13,19,1,0,2,14,0,8,33,3,0
0,Madison Stewart,St. Bonaventure,C,0.178,0.248,0.271,0.519,42,119,107,7,19,4,0,2,4,2,8,33,0,1
0,Madisyn Kennedy,Mississippi State,SS,0.253,0.314,0.4,0.714,64,190,170,23,43,7,0,6,29,6,10,30,0,0
0,Madyson Cole,Kent State,RF,0.297,0.374,0.584,0.958,41,115,101,18,30,5,0,8,22,5,8,27,2,0
0,Mae Forshey,Georgetown,C,0.34,0.4,0.645,1.045,43,155,141,26,48,14,1,9,26,6,8,11,1,0
0,Maegan Garrison,North Carolina Central,3B,0.241,0.309,0.446,0.755,43,123,112,15,27,5,3,4,16,3,8,46,1,1
0,Maeve Nelson,Northwestern,SS,0.279,0.422,0.57,0.992,58,208,165,48,46,10,1,12,42,10,31,36,4,0
0,Maggie Black,Northwestern State,3B,0.165,0.281,0.268,0.549,45,123,97,14,16,4,0,2,7,4,12,37,3,0
0,Maggie Finnegan,Penn State,RF,0.152,0.208,0.286,0.494,48,125,112,20,17,4,1,3,13,3,5,20,5,1
0,Maggie Greco,George Washington,3B,0.286,0.368,0.376,0.744,48,161,133,27,38,5,2,1,18,2,16,29,4,1
0,Maggie Kane,Mount St. Mary's,3B,0.189,0.297,0.216,0.513,44,131,111,12,21,0,0,1,9,8,9,40,15,3
0,Maggie Vesneske,Niagara,2B,0.191,0.295,0.226,0.522,40,135,115,21,22,4,0,0,4,1,16,7,12,1
0,Maica Ingles,Illinois-Chicago,3B,0.296,0.396,0.348,0.744,45,163,135,30,40,3,2,0,9,5,18,14,3,3
0,Maicie Levitt,Cornell,SS,0.188,0.307,0.222,0.529,40,141,117,17,22,2,1,0,8,11,10,27,1,0
0,Mailee Newman,Idaho State,DH,0.305,0.37,0.508,0.878,48,138,118,10,36,3,0,7,32,9,6,26,0,0
0,Makall Whetten,Southern Utah,CF,0.213,0.393,0.33,0.723,42,122,94,16,20,8,0,1,6,13,15,35,2,0
0,Makayla Alvarez,Binghamton,SS,0.282,0.331,0.496,0.827,46,145,131,19,37,12,2,4,17,2,8,35,6,1
0,MaKayla Jackson,Tulsa,DP,0.205,0.384,0.277,0.661,45,114,83,2,17,3,0,1,17,4,22,17,0,1
0,Makena Smith,California,C,0.412,0.477,0.771,1.248,43,155,131,32,54,6,1,13,39,1,17,13,3,0
0,Makenna Calderon,Southern Utah,C,0.224,0.276,0.316,0.593,40,107,98,9,22,4,1,1,7,4,3,32,7,0
0,Makenna Dowell,Minnesota,SS,0.265,0.391,0.388,0.779,54,182,147,29,39,7,1,3,24,10,21,23,1,0
0,Makenna Matthijs,UNC Greensboro,CF,0.295,0.341,0.57,0.911,57,211,193,49,57,14,3,11,41,0,14,25,0,0
0,Makenzie Chaffin,Northwestern State,LF,0.27,0.329,0.396,0.726,51,176,159,26,43,3,1,5,21,1,13,17,4,4
0,Makenzie Macfarlane,Utah State,1B,0.236,0.314,0.274,0.587,43,121,106,7,25,2,1,0,10,0,12,18,0,0
0,Mara Sczecienski,Hartford,2B,0.277,0.306,0.513,0.819,44,126,119,12,33,9,2,5,16,1,4,24,0,0
0,Maranda Gutierrez,DePaul,SS,0.299,0.451,0.471,0.923,53,206,157,46,47,11,2,4,25,15,31,37,11,1
0,Maranda Jimenez,Albany,1B,0.293,0.306,0.534,0.841,39,124,116,18,34,7,0,7,24,1,3,16,1,1
0,Marena Estell,UTSA,DH,0.246,0.364,0.619,0.983,47,151,126,24,31,5,0,14,33,5,19,37,0,0
0,Maria Angelino,Dartmouth,3B,0.122,0.242,0.171,0.413,38,98,82,8,10,4,0,0,9,1,12,25,3,1
0,Maria Moccio,UMass Lowell,1B,0.279,0.338,0.375,0.713,48,151,136,11,38,10,0,1,27,3,10,16,1,0
0,Maria Pagane,Columbia,SS,0.258,0.326,0.363,0.689,38,139,124,18,32,4,0,3,17,7,6,15,4,2
0,Mariah Godde,Mount St. Mary's,SS,0.216,0.284,0.371,0.656,40,112,97,15,21,7,1,2,10,0,10,20,7,3
0,Mariah Pearson,Maine,RF,0.182,0.234,0.222,0.456,40,107,99,5,18,4,0,0,9,2,5,16,0,0
0,Marika Deemer,Manhattan,1B,0.208,0.301,0.3,0.601,42,136,120,9,25,5,0,2,13,0,16,18,0,0
0,Marina Sylvestri,Boston University,DP,0.191,0.255,0.213,0.469,47,101,89,8,17,2,0,0,11,6,2,7,2,0
0,Marisa Soterakis,USC Upstate,3B,0.194,0.342,0.204,0.546,58,135,98,23,19,1,0,0,11,13,9,12,13,1
0,Marissa Burk,UC Riverside,SS,0.265,0.351,0.477,0.828,46,157,132,25,35,10,0,6,21,1,18,16,0,0
0,Marissa Chavez,BYU,SS,0.336,0.414,0.514,0.928,52,167,140,40,47,11,1,4,29,1,19,13,2,0
0,Marissa Fabian,Pacific,LF,0.181,0.24,0.241,0.481,47,128,116,6,21,7,0,0,5,5,4,26,1,1
0,Marissa Guimbarda,Clemson,RF,0.274,0.392,0.53,0.922,59,199,164,19,45,9,0,11,39,6,27,49,1,0
0,Mariyah Sandoval,Southern,C,0.297,0.411,0.415,0.827,45,141,118,11,35,5,0,3,20,6,17,16,3,0
0,Martha Epenesa,BYU,3B,0.349,0.471,0.612,1.082,52,190,152,46,53,13,0,9,37,9,26,13,0,0
0,Mary Iakopo,Texas,C,0.333,0.424,0.594,1.018,67,233,192,40,64,15,1,11,58,7,27,18,2,1
0,Mary Sobataka,UNC Wilmington,SS,0.236,0.328,0.364,0.692,45,134,110,17,26,3,1,3,20,3,12,31,9,2
0,Mary Greg Anderson,Kennesaw State,RF,0.178,0.229,0.178,0.407,39,105,90,13,16,0,0,0,0,0,6,26,9,0
0,Mary Kate Brown,Central Arkansas,2B,0.341,0.397,0.465,0.862,58,212,185,29,63,11,0,4,54,0,20,22,2,0
0,Mary Pierce Barnes,Appalachian State,CF,0.313,0.358,0.46,0.818,55,191,176,28,55,9,1,5,36,1,12,17,3,1
0,Mason Basdikis,Longwood,2B,0.185,0.281,0.244,0.525,57,154,135,17,25,3,1,1,7,1,17,47,12,2
0,Matalasi Faapito,Mississippi State,DP,0.243,0.35,0.546,0.896,61,183,152,17,37,2,1,14,40,3,24,38,0,0
0,Max Ortega,UC Riverside,1B,0.281,0.365,0.411,0.776,49,167,146,27,41,5,1,4,30,4,16,20,6,0
0,Maya Amm,Florida Atlantic,2B,0.198,0.301,0.284,0.586,55,137,116,13,23,5,1,1,9,3,15,25,1,0
0,Maya Avila,Long Island,C,0.248,0.326,0.392,0.718,51,145,125,10,31,6,0,4,30,1,15,23,0,0
0,Maya Brady,UCLA,CF,0.339,0.41,0.672,1.082,61,201,177,53,60,12,1,15,53,1,21,38,11,1
0,Maya Nakamura,Hawaii,2B,0.331,0.453,0.537,0.99,42,148,121,22,40,7,0,6,25,5,22,15,1,0
0,Maycin Brown,UNC Greensboro,3B,0.335,0.467,0.581,1.048,57,210,167,39,56,12,1,9,27,10,32,32,3,0
0,Maygen McGrath,Montana,SS,0.383,0.466,0.758,1.224,47,176,149,36,57,5,0,17,35,5,20,13,1,0
0,Mazie Macfarlane,Utah State,CF,0.294,0.417,0.401,0.818,56,216,177,46,52,13,0,2,29,2,36,38,22,2
0,McKell McCuistion,Weber State,1B,0.284,0.373,0.553,0.927,50,171,141,25,40,8,0,10,38,6,16,23,2,1
0,McKenna Batterton,FGCU,LF,0.243,0.34,0.307,0.647,49,164,140,21,34,4,1,1,12,5,16,7,1,1
0,McKenna Tanguay,Detroit,LF,0.276,0.391,0.457,0.848,41,140,116,18,32,6,0,5,10,4,18,20,2,1
0,McKenzie Parker,Texas,DP,0.265,0.347,0.484,0.83,55,180,155,23,41,10,0,8,42,0,20,32,3,0
0,Meagan Smith,UT Arlington,1B,0.294,0.347,0.529,0.876,49,148,136,13,40,6,1,8,27,2,9,28,0,0
0,Meg Dugas,Central Connecticut,LF,0.2,0.214,0.326,0.54,46,142,135,7,27,7,2,2,17,0,3,35,1,1
0,Meg Gorman,Central Connecticut,SS,0.224,0.283,0.303,0.586,49,168,152,15,34,8,2,0,8,2,11,23,3,2
0,Meggie Otte,Ohio State,CF,0.227,0.283,0.403,0.686,53,166,154,20,35,8,2,5,26,4,8,26,1,1
0,Megan Burton,Eastern Illinois,SS,0.284,0.36,0.489,0.849,55,215,190,42,54,12,0,9,34,5,18,21,15,7
0,Megan Dedrick,Loyola Marymount,SS,0.262,0.439,0.369,0.808,54,180,130,39,34,6,1,2,20,11,30,17,13,1
0,Megan Delgadillo,Cal State Fullerton,CF,0.404,0.462,0.444,0.906,58,221,198,57,80,8,0,0,20,5,17,17,50,4
0,Megan Dray,Minnesota,1B,0.256,0.377,0.519,0.896,51,160,133,28,34,8,0,9,19,8,18,36,2,0
0,Megan Forbes,Fairfield,1B,0.275,0.349,0.366,0.716,47,147,131,18,36,7,1,1,18,1,14,43,8,2
0,Megan Fortner,Jacksonville State,1B,0.287,0.326,0.545,0.871,54,179,167,25,48,17,1,8,33,1,9,21,0,0
0,Megan Gist,Dayton,3B,0.149,0.261,0.162,0.424,39,92,74,9,11,1,0,0,5,5,7,26,1,0
0,Megan Grant,Elon,2B,0.255,0.407,0.359,0.765,52,188,145,24,37,5,5,0,15,6,31,23,3,0
0,Megan Kern,Villanova,SS,0.328,0.417,0.575,0.991,56,204,174,28,57,16,0,9,31,2,26,27,2,1
0,Megan McMenemy,Ohio,SS,0.316,0.401,0.507,0.908,48,178,152,22,48,10,2,5,20,3,20,17,1,0
0,Megan Pierro,USF,2B,0.276,0.377,0.393,0.77,61,183,145,20,40,7,2,2,28,7,19,21,19,3
0,Megan Trivelpiece,Drexel,LF,0.285,0.376,0.408,0.784,45,150,130,7,37,10,0,2,18,1,18,12,0,0
0,Megan Turner,Youngstown State,2B,0.256,0.306,0.481,0.787,53,175,156,21,40,11,0,8,28,1,11,47,1,0
0,Megan White,Elon,DP,0.202,0.308,0.273,0.58,46,117,99,5,20,4,0,1,12,1,15,24,0,0
0,Meghan Davis,Marist,C,0.266,0.325,0.468,0.793,43,120,109,10,29,4,0,6,22,2,8,20,2,1
0,Meghan Dempsey,UMBC,LF,0.256,0.389,0.41,0.8,34,100,78,10,20,0,0,4,11,0,17,21,2,1
0,Meghan Giordano,Hofstra,SS,0.305,0.396,0.518,0.914,47,166,141,30,43,9,0,7,32,1,21,15,4,0
0,Meghan Sheehan,USF,LF,0.293,0.348,0.384,0.732,59,187,164,22,48,9,0,2,30,1,14,15,10,3
0,Meisha Murray,St. John's,CF,0.248,0.273,0.269,0.542,46,151,145,22,36,1,1,0,0,0,5,35,21,6
0,Melanie Aguilera,Coppin State,C,0.193,0.303,0.254,0.557,45,134,114,12,22,4,0,1,12,3,15,21,2,0
0,Meleah Hargett,North Alabama,LF,0.347,0.417,0.476,0.893,60,194,170,41,59,10,0,4,31,4,17,23,5,2
0,Melina Livingston,Michigan,2B,0.284,0.372,0.448,0.821,45,140,116,25,33,7,0,4,29,10,8,17,1,0
0,Melise Gossen,Nicholls,1B,0.285,0.367,0.431,0.798,50,166,144,13,41,15,0,2,16,3,17,24,3,1
0,Melissa Mayeux,UL Lafayette,2B,0.333,0.393,0.605,0.998,53,167,147,39,49,13,3,7,24,1,14,13,0,1
0,Melissa Paz,Morgan State,DP,0.283,0.391,0.434,0.825,45,139,113,9,32,11,0,2,34,2,20,13,0,1
0,Meredith Keel,South Alabama,3B,0.293,0.32,0.431,0.751,42,124,116,16,34,3,5,1,8,1,4,17,2,1
0,Meredith Slaw,Virginia Tech,DP,0.353,0.384,0.621,1.005,46,125,116,10,41,4,0,9,41,3,4,9,0,0
0,Merritt Cahoon,Samford,1B,0.299,0.341,0.402,0.742,41,138,127,8,38,7,0,2,20,1,7,8,2,0
0,Mia Blasingane,Florida A&M,CF,0.25,0.28,0.275,0.555,46,128,120,21,30,3,0,0,7,1,4,24,11,4
0,Mia Davidson,Mississippi State,C,0.364,0.543,0.848,1.391,64,234,165,49,60,11,0,23,45,22,45,31,0,1
0,Mia Parker,George Washington,2B,0.299,0.39,0.481,0.87,53,180,154,21,46,13,0,5,27,4,19,20,0,0
0,Mia Trejo,UNLV,1B,0.341,0.455,0.612,1.067,58,212,170,32,58,11,1,11,55,9,29,21,0,0
0,Michaela Carter,Fordham,LF,0.253,0.318,0.318,0.636,51,173,154,26,39,2,1,2,10,1,14,25,1,0
0,Michelle Leone,Penn State,3B,0.22,0.295,0.255,0.55,54,161,141,10,31,2,0,1,16,0,15,18,0,0
0,Mikaela Gandia-Mak,Hawaii,RF,0.227,0.299,0.261,0.56,35,100,88,8,20,3,0,0,5,2,7,26,1,3
0,Mikayla Allee,Ole Miss,SS,0.215,0.394,0.446,0.84,55,171,130,36,28,6,3,6,27,18,21,22,3,1
0,Mikayla Ramos,Iowa State,C,0.301,0.387,0.627,1.013,55,199,166,36,50,10,1,14,53,6,21,27,1,1
0,Mikayla Rubin,Fairfield,2B,0.27,0.297,0.343,0.64,47,156,137,8,37,7,0,1,26,1,5,17,1,1
0,Mila Rodriguez,Texas Southern,1B,0.313,0.347,0.42,0.767,39,121,112,21,35,6,0,2,8,0,6,20,0,0
0,Miracle Crosby,Alcorn State,SS,0.184,0.33,0.224,0.554,40,100,76,10,14,1,1,0,8,5,13,30,2,0
0,Miranda Johnson,Notre Dame,2B,0.262,0.292,0.393,0.685,40,115,107,16,28,6,1,2,26,1,4,6,0,0
0,Miranda Stoddard,Kentucky,3B,0.26,0.308,0.519,0.827,52,148,131,27,34,7,0,9,33,2,8,36,3,1
0,Mo'ne Davis,Hampton,SS,0.225,0.304,0.278,0.582,49,175,151,24,34,6,1,0,16,2,15,31,8,0
0,Molly Bruyns,Central Connecticut,DP,0.218,0.273,0.277,0.55,37,111,101,15,22,4,1,0,6,0,8,32,2,0
0,Molly Rainey,North Texas,RF,0.333,0.401,0.587,0.988,53,178,150,31,50,14,0,8,31,1,20,38,1,1
0,Monica Serrano,Jackson State,RF,0.257,0.353,0.307,0.66,39,119,101,16,26,5,0,0,12,9,6,11,2,0
0,Morgan Britt,UNC Wilmington,RF,0.278,0.339,0.417,0.756,41,122,108,17,30,4,4,1,21,0,11,18,11,1
0,Morgan DeBord,Loyola Marymount,CF,0.319,0.371,0.476,0.847,54,191,166,34,53,8,3,4,38,4,12,27,14,5
0,Morgan Farrah,Colgate,C,0.24,0.3,0.336,0.636,48,161,146,11,35,11,0,1,16,2,11,15,1,0
0,Morgan Hess,Idaho State,LF,0.275,0.367,0.383,0.75,47,141,120,13,33,3,2,2,23,2,16,23,4,3
0,Morgan Johnson,Norfolk State,SS,0.227,0.301,0.327,0.628,53,130,110,24,25,8,0,1,6,1,11,18,4,2
0,Morgan Olynyk,Delaware,RF,0.247,0.376,0.429,0.805,39,94,77,13,19,3,1,3,12,4,12,13,0,0
0,Morgan Overaitis,Virginia Tech,RF,0.341,0.438,0.61,1.047,45,97,82,14,28,6,2,4,20,0,14,11,1,1
0,Morgan Petty,Albany,RF,0.357,0.394,0.651,1.046,42,142,129,30,46,12,1,8,40,2,8,26,13,1
0,Morgan Rios,UT Arlington,C,0.287,0.392,0.454,0.846,43,131,108,8,31,3,0,5,26,1,19,29,0,1
0,Morgan Smith,Texas A&M,RF,0.32,0.421,0.465,0.886,59,202,172,38,55,8,1,5,28,6,24,37,4,0
0,Mya Stevenson,Marshall,RF,0.368,0.445,0.813,1.258,53,182,155,41,57,12,0,19,55,6,18,23,8,2
0,Myah Murray,Florida Atlantic,3B,0.228,0.316,0.279,0.596,53,163,136,15,31,4,0,1,16,2,17,23,1,0
0,Myra Twitty,Western Carolina,1B,0.277,0.396,0.553,0.95,53,169,141,23,39,6,0,11,30,2,26,26,1,0
0,Naomi Drake,Mississippi Valley,1B,0.183,0.256,0.225,0.482,35,84,71,4,13,0,0,1,8,1,6,8,3,0
0,Naomi Hernandez,Long Beach State,CF,0.366,0.494,0.451,0.945,50,182,142,25,52,6,0,2,26,6,30,23,1,0
0,Natalia Meray,Iona,3B,0.19,0.228,0.226,0.454,46,146,137,9,26,5,0,0,7,2,5,21,2,2
0,Natalie Alheidt,St. John's,C,0.147,0.205,0.202,0.407,47,123,109,10,16,0,0,2,5,0,8,46,2,1
0,Natalie Del Ponte,Wagner,3B,0.244,0.333,0.309,0.642,44,148,123,20,30,5,0,1,15,2,16,24,1,0
0,Natalie DenHartog,Minnesota,CF,0.347,0.427,0.734,1.161,54,199,173,51,60,8,1,19,38,5,20,29,14,0
0,Natalie Mclennan,Prairie View,CF,0.297,0.366,0.351,0.717,42,127,111,26,33,4,1,0,8,3,9,22,15,3
0,Natalie Morgan,Furman,2B,0.185,0.342,0.37,0.712,55,185,146,21,27,8,2,5,23,10,26,43,3,0
0,Natasha Miner,Lafayette,3B,0.253,0.366,0.308,0.674,46,173,146,29,37,5,0,1,13,8,18,9,7,1
0,Nawai Kaupe,Hawaii,SS,0.328,0.423,0.664,1.087,42,153,128,26,42,4,0,13,30,6,15,32,14,4
0,Neleigh Herring,Wichita State,1B,0.333,0.519,0.704,1.222,52,187,135,46,45,5,0,15,42,12,40,35,1,0
0,Neli Casares-Maher,Syracuse,SS,0.336,0.409,0.664,1.073,47,164,146,37,49,9,0,13,38,3,15,19,5,0
0,Nia Carter,Iowa,RF,0.399,0.459,0.46,0.919,52,185,163,26,65,4,3,0,17,4,14,12,4,0
0,Nicole Amodio,Boston University,1B,0.284,0.414,0.493,0.907,57,191,148,22,42,7,0,8,45,14,21,40,3,0
0,Nicole Kidwiler,Towson,CF,0.286,0.406,0.389,0.795,45,156,126,23,36,3,2,2,8,3,24,18,12,0
0,Nicole Licea,North Dakota State,2B,0.254,0.376,0.308,0.683,52,159,130,27,33,7,0,0,12,5,21,13,0,0
0,Nicole Rivait,Bucknell,3B,0.291,0.342,0.425,0.768,44,148,134,17,39,9,0,3,14,2,9,20,2,0
0,Nicolette Ramirez,Lamar,2B,0.228,0.335,0.346,0.681,49,163,136,21,31,5,1,3,12,8,14,24,0,0
0,Niki Carver,Ohio State,1B,0.348,0.491,0.652,1.143,53,173,132,32,46,5,1,11,35,23,14,22,4,0
0,Nikki Cuchran,Northwestern,1B,0.33,0.383,0.525,0.908,56,197,179,21,59,7,2,8,50,3,13,23,0,0
0,Nikki Saibene,Youngstown State,3B,0.276,0.403,0.372,0.775,56,192,156,20,43,7,1,2,22,13,21,23,1,0
0,Noel Dominguez,College of Charleston,3B,0.265,0.355,0.295,0.651,50,158,132,10,35,2,1,0,6,4,15,19,3,1
0,Noellah Ramos,Cal Poly,CF,0.278,0.373,0.374,0.747,40,147,115,18,32,1,5,0,15,8,10,12,3,2
0,Nova Sinskul,Loyola Chicago,3B,0.222,0.303,0.265,0.568,45,135,117,16,26,0,1,1,8,5,9,28,6,1
0,Nyah Jones,Grambling,C,0.248,0.306,0.283,0.59,43,127,113,14,28,4,0,0,8,3,7,17,7,0
0,Olivia Bricker,Bellarmine,LF,0.153,0.27,0.194,0.463,47,117,98,5,15,4,0,0,4,1,15,31,1,0
0,Olivia Creamer,Georgia Southern,3B,0.195,0.256,0.248,0.504,43,129,113,7,22,3,0,1,6,2,8,14,3,1
0,Olivia Fee,Bryant,LF,0.209,0.284,0.209,0.493,35,77,67,7,14,0,0,0,6,0,7,11,7,4
0,Olivia Kincanon,Buffalo,C,0.187,0.252,0.453,0.705,46,151,139,16,26,1,0,12,32,1,11,31,0,1
0,Olivia Krehbiel,Missouri State,3B,0.282,0.4,0.661,1.061,48,151,124,32,35,10,2,11,31,2,23,34,8,2
0,Olivia Labbe,UMass Lowell,CF,0.23,0.373,0.393,0.766,48,168,135,32,31,8,1,4,18,8,23,31,9,1
0,Olivia Moon,St. Bonaventure,DH,0.29,0.313,0.379,0.692,44,131,124,3,36,8,0,1,17,0,5,30,0,0
0,Olivia Patton,Indiana State,CF,0.275,0.309,0.289,0.597,52,151,142,28,39,2,0,0,5,2,5,20,5,2
0,Olivia Rooney,Cornell,1B,0.339,0.377,0.464,0.841,36,122,112,14,38,8,0,2,20,1,7,16,0,0
0,Olivia Sappington,Connecticut,DP,0.222,0.306,0.402,0.708,45,134,117,10,26,3,0,6,23,3,12,32,0,0
0,Olivia Viggiano,Seattle,CF,0.317,0.381,0.339,0.72,56,202,183,36,58,0,2,0,10,1,18,24,10,6
